lemmatized_tokens,label,processed_text
"['one', 'day', 'drop', 'see', 'u', 'die']",-1,one day drop see u die
"['long', 'still', 'aiyoyo', 'attack', 'sampah', 'short', 'selling', 'retard', 'forget', 'retard', 'la', 'knows', 'nothing', 'piece', 'feaces']",-1,long still aiyoyo attack sampah short selling retard forget retard la knows nothing piece feaces
"['malaysian', 'suffer', 'time', 'coming', 'soon']",-1,malaysian suffer time coming soon
"['time', 'low', 'chart', 'rebuild', 'low', 'lower']",-1,time low chart rebuild low lower
"['oil', 'price', 'drop', 'non', 'stop']",-1,oil price drop non stop
"['debt', 'much', 'equivalent', 'share', 'marketright', 'issue', 'coming', 'rise', 'fund', 'capital', 'need', 'cone', 'new', 'investor', 'sustain', 'biz']",-1,debt much equivalent share marketright issue coming rise fund capital need cone new investor sustain biz
"['yes', 'thanks', 'lotus']",1,yes thanks lotus
"['company', 'study', 'find', 'cause', 'stock', 'price', 'deadly', 'stagnant', 'moving', 'many', 'placements', 'depths', 'cause', 'best', 'joke', 'management', 'nothing', 'put', 'add', 'value', 'stock', 'sleeping']",-1,company study find cause stock price deadly stagnant moving many placements depths cause best joke management nothing put add value stock sleeping
"['sold', 'big', 'loss', 'good', 'feeling', 'la', 'bro', 'dragon']",-1,sold big loss good feeling la bro dragon
"['year', 'companies', 'withinvestment', 'power', 'plants', 'go', 'commercial', 'operation', 'mfcb', 'owned', 'donsahong', 'jaks', 'owned', 'dong', 'ytlp', 'owned', 'attarac', 'power', 'plants', 'respectively', 'sahong', 'pp', 'expect', 'go', 'commercial', 'q', 'jaks', 'dong', 'go', 'commercial', 'q', 'q', 'respectively', 'ytlp', 'attarac', 'pp', 'go', 'commercial', 'q', 'prices', 'stocks', 'moved', 'significantly', 'last', 'month', 'inanticipationof', 'good', 'earnings', 'power', 'plants', 'jaks', 'information', 'fromdk', 'sifus', 'theother', 'stocks', 'much', 'information', 'relatively', 'ironical', 'one', 'mostobjective', 'fact', 'figures', 'get', 'negative', 'hammerings', 'eventhough', 'stocks', 'moving', 'upsince', 'fewmonths', 'ago', 'mfcbtook', 'lead', 'followed', 'byjaks', 'thenytlp']",1,year companies withinvestment power plants go commercial operation mfcb owned donsahong jaks owned dong ytlp owned attarac power plants respectively sahong pp expect go commercial q jaks dong go commercial q q respectively ytlp attarac pp go commercial q prices stocks moved significantly last month inanticipationof good earnings power plants jaks information fromdk sifus theother stocks much information relatively ironical one mostobjective fact figures get negative hammerings eventhough stocks moving upsince fewmonths ago mfcbtook lead followed byjaks thenytlp
"['know', 'promoters', 'posted', 'hyr', 'dec', 'time', 'vicinity', 'much', 'different', 'jaks', 'forum', 'right', 'promoter', 'hyr', 'cursing', 'day', 'night', 'lah', 'scroll', 'read', 'compare', 'promoters', 'write', 'hyr', 'difference', 'difference', 'may', 'promoters', 'pseudo', 'names']",1,know promoters posted hyr dec time vicinity much different jaks forum right promoter hyr cursing day night lah scroll read compare promoters write hyr difference difference may promoters pseudo names
"['got', 'new', 'fund', 'cheer', 'waiting', 'drop', 'keep', 'saying', 'dropdropdrop', 'never', 'hold', 'jaks', 'dump', 'drop', 'drop', 'also', 'much', 'become', 'consolidated', 'already', 'consolidated', 'hard', 'drop', 'guy', 'dump', 'jaks', 'share', 'cheaper']",-1,got new fund cheer waiting drop keep saying dropdropdrop never hold jaks dump drop drop also much become consolidated already consolidated hard drop guy dump jaks share cheaper
"['uncle', 'kyy', 'could', 'perfect', 'timing', 'yrs', 'ago', 'like', 'prosperity', 'began', 'going', 'ytl', 'n', 'malakoff', 'day', 'onwards', 'announce', 'awards', 'surewin', 'biz']",-1,uncle kyy could perfect timing yrs ago like prosperity began going ytl n malakoff day onwards announce awards surewin biz
"['iklast', 'chance', 'grab', 'today']",1,iklast chance grab today
"['many', 'said', 'jaks', 'ipp', 'jaks', 'still', 'construction', 'utilities', 'sector', 'like', 'mfcb', 'example']",-1,many said jaks ipp jaks still construction utilities sector like mfcb example
"['tomorrow', 'rebound']",1,tomorrow rebound
"['reason', 'margin', 'call', 'follower', 'mati', 'hengyuan', 'sendai', 'jaks', 'forgotten']",-1,reason margin call follower mati hengyuan sendai jaks forgotten
